MW365527.2,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777975.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777974.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777973.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777972.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777971.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777970.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777969.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777968.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777967.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777966.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777965.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777964.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777963.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777962.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777961.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777960.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777959.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
KY777958.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777957.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777956.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777955.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777954.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777953.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777952.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777951.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777950.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777949.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777948.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777947.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777946.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777945.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Phyllobacterium', ' unclassified Phyllobacterium', 'Phyllobacterium sp.'
KY777942.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Caulobacterales', ' Caulobacteraceae', ' Caulobacter', ' unclassified Caulobacter', 'Caulobacter sp.'
KY777941.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Caulobacterales', ' Caulobacteraceae', ' Caulobacter', ' unclassified Caulobacter', 'Caulobacter sp.'
NZ_MIGD01000008.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli'
NZ_JUFX02000024.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Acetobacteraceae', ' Komagataeibacter', 'Komagataeibacter intermedius AF2'
NZ_KK036586.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae UCI 38'
NZ_KK737063.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae CHS 37'
NZ_KK737002.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae CHS 32'
NZ_KK737017.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae CHS 33'
NZ_KK736956.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae CHS 28'
NZ_KK736955.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae CHS 28'
NZ_KK736861.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae CHS 20'
NZ_KK736836.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae CHS 18'
NZ_KK736816.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae CHS 14'
NZ_KE702556.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli UMEA 3705-1'
NZ_KE702508.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli UMEA 3694-1'
NZ_KE702369.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli UMEA 3337-1'
NZ_KE702094.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli UMEA 3217-1'
NZ_KE702043.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli UMEA 3208-1'
NZ_KE701872.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli UMEA 3178-1'
NZ_KE701737.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli UMEA 3159-1'
NZ_KB733048.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli KTE63'
MN094860.2,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas mandelii'
NZ_CP071150.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae'
MW686889.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas mosselii'
MW686888.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas putida'
MW686887.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas plecoglossicida'
MW686886.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas parafulva'
MW686885.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas putida'
MW686884.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas plecoglossicida'
MW686883.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas parafulva'
MW686882.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas mosselii'
MW686881.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas fluorescens'
MW686746.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', 'Burkholderia sp.'
MW686745.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', 'Burkholderia sp.'
MW686744.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Comamonadaceae', ' Comamonas', ' unclassified Comamonas', 'Comamonas sp.'
MW686743.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', 'Burkholderia sp.'
MW686742.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', 'Burkholderia sp.'
MW686741.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Rhodanobacteraceae', ' Dyella', ' unclassified Dyella', 'Dyella sp.'
MW686740.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Comamonadaceae', ' Comamonas', ' unclassified Comamonas', 'Comamonas sp.'
MW686739.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Comamonadaceae', ' Comamonas', ' unclassified Comamonas', 'Comamonas sp.'
MW686738.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas aeruginosa'
MW686737.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas aeruginosa'
MW686736.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Yersiniaceae', ' Serratia', 'Serratia marcescens'
MW686735.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Yersiniaceae', ' Serratia', 'Serratia plymuthica'
MW686730.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Morganellaceae', ' Proteus', 'Proteus mirabilis'
MW683242.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Hyphomicrobiaceae', ' Devosia', 'Devosia soli'
MW683240.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Arcobacter group', ' Arcobacter', 'Arcobacter butzleri'
MW683239.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Arcobacter group', ' Arcobacter', 'Arcobacter butzleri'
MW682876.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pasteurellales', ' Pasteurellaceae', ' Pasteurella', 'Pasteurella multocida'
MW682307.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', 'Stenotrophomonas rhizophila'
MW682305.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW682304.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW681519.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', 'Acinetobacter johnsonii'
MW680949.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Vibrionales', ' Vibrionaceae', ' Vibrio', 'Vibrio alginolyticus'
MW680904.1,'Bacteria', ' Proteobacteria', ' Epsilonproteobacteria', ' Campylobacterales', ' Campylobacteraceae', ' Campylobacter', 'Campylobacter rectus'
MW680866.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', ' Stenotrophomonas maltophilia group', 'Stenotrophomonas maltophilia'
MW680856.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas putida'
MW680852.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Yersiniaceae', ' Serratia', 'Serratia liquefaciens'
MW680848.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', 'Cupriavidus necator'
MW583593.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas capsici'
MW583592.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas capsici'
MW583591.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas capsici'
MW241082.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter ludwigii'
MW228166.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW228164.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', ' Stenotrophomonas maltophilia group', 'Stenotrophomonas maltophilia'
MW228158.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW228157.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW228123.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW228122.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW228114.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas brassicacearum'
MW228107.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas koreensis'
MW221377.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW221376.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW221374.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW221367.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW221366.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW221365.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW221364.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas azotoformans'
MW197410.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillales incertae sedis', ' Reyranella', ' unclassified Reyranella', 'Reyranella sp.'
MT588911.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', ' Pseudomonas oleovorans/pseudoalcaligenes group', 'Pseudomonas furukawaii'
MT588909.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', ' Pseudomonas oleovorans/pseudoalcaligenes group', 'Pseudomonas furukawaii'
MT588888.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', ' Pseudomonas oleovorans/pseudoalcaligenes group', 'Pseudomonas furukawaii'
MT385288.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', ' unclassified Achromobacter', 'Achromobacter sp.'
MT385287.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Aminobacter', ' unclassified Aminobacter', 'Aminobacter sp.'
MT385286.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', 'Stenotrophomonas sp.'
MT385282.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Brucellaceae', ' Ochrobactrum', 'Ochrobactrum sp.'
MT385281.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Hyphomicrobiaceae', ' Devosia', 'Devosia sp.'
MT385280.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Aminobacter', ' unclassified Aminobacter', 'Aminobacter sp.'
MT385279.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Aminobacter', ' unclassified Aminobacter', 'Aminobacter sp.'
MT385275.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bosea', 'Bosea sp.'
MT385271.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', 'Stenotrophomonas sp.'
MT385270.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', ' unclassified Achromobacter', 'Achromobacter sp.'
MT385269.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', 'Stenotrophomonas sp.'
MT385266.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', 'Stenotrophomonas sp.'
MT385265.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Stenotrophomonas', 'Stenotrophomonas sp.'
MT385263.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Comamonadaceae', ' Acidovorax', ' unclassified Acidovorax', 'Acidovorax sp.'
MT385262.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Comamonadaceae', ' Acidovorax', ' unclassified Acidovorax', 'Acidovorax sp.'
MT385261.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MT385260.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Comamonadaceae', ' Acidovorax', ' unclassified Acidovorax', 'Acidovorax sp.'
MT385259.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Comamonadaceae', ' Acidovorax', ' unclassified Acidovorax', 'Acidovorax sp.'
